S.No,Symbol
2205,ULTRAMAR.NS
2206,UMAEXPORTS.NS
2207,UMESLTD.NS
2208,UMIYA-MRO.NS
2209,UNICHEMLAB.NS
2210,UNIDT.NS
2211,UNIECOM.NS
2212,UNIENTER.NS
2213,UNIINFO.NS
2214,UNIMECH.NS
2215,UNIONBANK.NS
2216,UNIPARTS.NS
2217,UNITDSPR.NS
2218,UNITECH.NS
2219,UNITEDPOLY.NS
2220,UNITEDTEA.NS
2221,UNIVASTU.NS
2222,UNIVCABLES.NS
2223,UNIVPHOTO.NS
2224,UNOMINDA.NS
2225,UPL.NS
2226,URAVIDEF.NS
2227,URBANCO.NS
2228,URJA.NS
2229,USHAMART.NS
2230,USK.NS
2231,UTIAMC.NS
2232,UTKARSHBNK.NS
2233,UTLSOLAR.NS
2234,UTTAMSUGAR.NS
2235,UYFINCORP.NS
2236,V2RETAIL.NS
2237,VADILALIND.NS
2238,VAIBHAVGBL.NS
2239,VAISHALI.NS
2240,VAKRANGEE.NS
2241,VALIANTLAB.NS
2242,VALIANTORG.NS
2243,VAML.NS
2244,VARDHACRLC.NS
2245,VARDMNPOLY.NS
2246,VARROC.NS
2247,VASCONEQ.NS
2248,VASWANI.NS
2249,VBL.NS
2250,VCL.NS
2251,VEDL.NS
2252,VEDPOWER.NS
2253,VEEDOL.NS
2254,VELJAN.NS
2255,VENKEYS.NS
2256,VENTIVE.NS
2257,VENUSPIPES.NS
2258,VENUSREM.NS
2259,VERANDA.NS
2260,VERTOZ.NS
2261,VESUVIUS.NS
2262,VETO.NS
2263,VGL.NS
2264,VGUARD.NS
2265,VHL.NS
2266,VHLTD.NS
2267,VIDHIING.NS
2268,VIDYAWIRES.NS
2269,VIJAYA.NS
2270,VIJIFIN.NS
2271,VIKASECO.NS
2272,VIKASLIFE.NS
2273,VIKRAMSOLR.NS
2274,VIKRAN.NS
2275,VIMTALABS.NS
2276,VINATIORGA.NS
2277,VINCOFE.NS
2278,VINDHYATEL.NS
2279,VINEETLAB.NS
2280,VINNY.NS
2281,VINYLINDIA.NS
2282,VIPCLOTHNG.NS
2283,VIPIND.NS
2284,VIPULLTD.NS
2285,VIRINCHI.NS
2286,VISACHROME.NS
2287,VISAKAIND.NS
2288,VISHNU.NS
2289,VISHWARAJ.NS
2290,VISL.NS
2291,VITAL.NS
2292,VIVIANA.NS
2293,VIVIDHA.NS
2294,VIVIMEDLAB.NS
2295,VIYASH.NS
2296,VLEGOV.NS
2297,VLSFINANCE.NS
2298,VMART.NS
2299,VMM.NS
2300,VMSTMT.NS
2301,VOGL.NS
2302,VOLTAMP.NS
2303,VOLTAS.NS
2304,VPRPL.NS
2305,VRAJ.NS
2306,VRLLOG.NS
2307,VSSL.NS
2308,VSTIND.NS
2309,VSTL.NS
2310,VSTTILLERS.NS
2311,VTL.NS
2312,WAAREEENER.NS
2313,WAAREEINDO.NS
2314,WAAREERTL.NS
2315,WABAG.NS
2316,WAKEFIT.NS
2317,WALCHANNAG.NS
2318,WANBURY.NS
2319,WCIL.NS
2320,WEALTH.NS
2321,WEBELSOLAR.NS
2322,WEIZMANIND.NS
2323,WEL.NS
2324,WELCORP.NS
2325,WELENT.NS
2326,WELINV.NS
2327,WELSPLSOL.NS
2328,WELSPUNLIV.NS
2329,WENDT.NS
2330,WESTLIFE.NS
2331,WEWIN.NS
2332,WEWORK.NS
2333,WHEELS.NS
2334,WHIRLPOOL.NS
2335,WILLAMAGOR.NS
2336,WINDLAS.NS
2337,WINDMACHIN.NS
2339,WIPL.NS
2340,WIPRO.NS
2341,WOCKPHARMA.NS
2342,WONDERLA.NS
2343,WORTHPERI.NS
2344,WPIL.NS
2345,WSI.NS
2346,WSTCSTPAPR.NS
2347,XCHANGING.NS
2348,XELPMOC.NS
2349,XPROINDIA.NS
2350,XTGLOBAL.NS
2351,YASHO.NS
2352,YATHARTH.NS
2353,YATRA.NS
2354,YESBANK.NS
2355,YUKEN.NS
2356,ZAGGLE.NS
2357,ZEEL.NS
2358,ZEELEARN.NS
2359,ZEEMEDIA.NS
2360,ZENITHEXPO.NS
2361,ZENITHSTL.NS
2362,ZENSARTECH.NS
2363,ZENTEC.NS
2364,ZFCVINDIA.NS
2365,ZFSTEERING.NS
2366,ZIMLAB.NS
2367,ZODIAC.NS
2368,ZODIACLOTH.NS
2369,ZOTA.NS
2370,ZSARACOM.NS
2371,ZUARI.NS
2372,ZUARIIND.NS
2373,ZYDUSLIFE.NS
2374,ZYDUSWELL.NS
